station_id,fuel_type,label,price,timestamp
1354937,GAS,CNG,1.699,2022-03-02 21:15
334,GAS,CNG,1.699,2022-03-02 21:15
1354920,GAS,CNG,1.699,2022-03-02 21:15
1354929,GAS,CNG,1.699,2022-03-02 21:36
27348,GAS,CNG,1.299,2022-03-02 21:36
1354922,GAS,CNG,1.799,2022-03-02 21:36
1261240,GAS,CNG,1.179,2022-03-02 21:36
1354891,GAS,CNG,1.699,2022-03-02 21:36
33348,GAS,CNG,1.299,2022-03-02 21:36
1354918,GAS,CNG,1.699,2022-03-02 21:36
1354914,GAS,CNG,1.699,2022-03-02 21:36
1354916,GAS,CNG,1.699,2022-03-02 21:36
1354937,GAS,CNG,1.699,2022-03-02 21:36
334,GAS,CNG,1.699,2022-03-02 21:36
1354920,GAS,CNG,1.699,2022-03-02 21:36
1354929,GAS,CNG,1.699,2022-03-02 21:51
27348,GAS,CNG,1.299,2022-03-02 21:51
1354922,GAS,CNG,1.799,2022-03-02 21:51
1261240,GAS,CNG,1.179,2022-03-02 21:51
1354891,GAS,CNG,1.699,2022-03-02 21:51
33348,GAS,CNG,1.299,2022-03-02 21:51
1354918,GAS,CNG,1.699,2022-03-02 21:51
1354914,GAS,CNG,1.699,2022-03-02 21:51
1354916,GAS,CNG,1.699,2022-03-02 21:51
1354937,GAS,CNG,1.699,2022-03-02 21:51
334,GAS,CNG,1.699,2022-03-02 21:51
1354920,GAS,CNG,1.699,2022-03-02 21:51
1354929,GAS,CNG,1.699,2022-03-02 22:12
27348,GAS,CNG,1.299,2022-03-02 22:12
1354922,GAS,CNG,1.799,2022-03-02 22:12
1354891,GAS,CNG,1.699,2022-03-02 22:13
1354918,GAS,CNG,1.699,2022-03-02 22:13
1354914,GAS,CNG,1.699,2022-03-02 22:13
1354916,GAS,CNG,1.699,2022-03-02 22:13
1354937,GAS,CNG,1.699,2022-03-02 22:13
334,GAS,CNG,1.699,2022-03-02 22:13
1354920,GAS,CNG,1.699,2022-03-02 22:13
1354929,GAS,CNG,1.699,2022-03-02 22:32
27348,GAS,CNG,1.299,2022-03-02 22:32
1354922,GAS,CNG,1.799,2022-03-02 22:32
1354891,GAS,CNG,1.699,2022-03-02 22:32
1354918,GAS,CNG,1.699,2022-03-02 22:32
1354914,GAS,CNG,1.699,2022-03-02 22:32
1354916,GAS,CNG,1.699,2022-03-02 22:32
1354937,GAS,CNG,1.699,2022-03-02 22:32
334,GAS,CNG,1.699,2022-03-02 22:32
1354920,GAS,CNG,1.699,2022-03-02 22:32
1354929,GAS,CNG,1.699,2022-03-02 22:38
27348,GAS,CNG,1.299,2022-03-02 22:38
1354922,GAS,CNG,1.799,2022-03-02 22:38
1354891,GAS,CNG,1.699,2022-03-02 22:38
1354918,GAS,CNG,1.699,2022-03-02 22:38
1354914,GAS,CNG,1.699,2022-03-02 22:38
1354916,GAS,CNG,1.699,2022-03-02 22:38
1354937,GAS,CNG,1.699,2022-03-02 22:38
334,GAS,CNG,1.699,2022-03-02 22:38
1354920,GAS,CNG,1.699,2022-03-02 22:38
1354929,GAS,CNG,1.699,2022-03-02 22:51
27348,GAS,CNG,1.299,2022-03-02 22:51
1354922,GAS,CNG,1.799,2022-03-02 22:51
1354891,GAS,CNG,1.699,2022-03-02 22:51
1354918,GAS,CNG,1.699,2022-03-02 22:51
1354914,GAS,CNG,1.699,2022-03-02 22:51
1354916,GAS,CNG,1.699,2022-03-02 22:51
1354937,GAS,CNG,1.699,2022-03-02 22:51
334,GAS,CNG,1.699,2022-03-02 22:51
1354920,GAS,CNG,1.699,2022-03-02 22:51
1354929,GAS,CNG,1.699,2022-03-02 23:16
27348,GAS,CNG,1.299,2022-03-02 23:16
1354922,GAS,CNG,1.799,2022-03-02 23:16
1354891,GAS,CNG,1.699,2022-03-02 23:16
1354918,GAS,CNG,1.699,2022-03-02 23:16
1354914,GAS,CNG,1.699,2022-03-02 23:16
1354916,GAS,CNG,1.699,2022-03-02 23:16
1354937,GAS,CNG,1.699,2022-03-02 23:16
334,GAS,CNG,1.699,2022-03-02 23:16
1354920,GAS,CNG,1.699,2022-03-02 23:16
1354929,GAS,CNG,1.699,2022-03-02 23:41
27348,GAS,CNG,1.299,2022-03-02 23:41
1354922,GAS,CNG,1.799,2022-03-02 23:41
1354891,GAS,CNG,1.699,2022-03-02 23:41
1354918,GAS,CNG,1.699,2022-03-02 23:41
1354914,GAS,CNG,1.699,2022-03-02 23:41
1354916,GAS,CNG,1.699,2022-03-02 23:41
1354937,GAS,CNG,1.699,2022-03-02 23:41
334,GAS,CNG,1.699,2022-03-02 23:41
1354920,GAS,CNG,1.699,2022-03-02 23:41
1354929,GAS,CNG,1.699,2022-03-02 23:51
27348,GAS,CNG,1.299,2022-03-02 23:51
1354922,GAS,CNG,1.799,2022-03-02 23:51
1354891,GAS,CNG,1.699,2022-03-02 23:51
1354918,GAS,CNG,1.699,2022-03-02 23:51
1354914,GAS,CNG,1.699,2022-03-02 23:51
1354916,GAS,CNG,1.699,2022-03-02 23:51
1354937,GAS,CNG,1.699,2022-03-02 23:51
334,GAS,CNG,1.699,2022-03-02 23:51
1354920,GAS,CNG,1.699,2022-03-02 23:51
27348,GAS,CNG,1.299,2022-03-03 00:16
1354922,GAS,CNG,1.799,2022-03-03 00:16
1354891,GAS,CNG,1.699,2022-03-03 00:16
1354918,GAS,CNG,1.699,2022-03-03 00:16
1354914,GAS,CNG,1.699,2022-03-03 00:16
334,GAS,CNG,1.699,2022-03-03 00:16
1354920,GAS,CNG,1.699,2022-03-03 00:16
27348,GAS,CNG,1.299,2022-03-03 00:39
1354922,GAS,CNG,1.799,2022-03-03 00:39
1354891,GAS,CNG,1.699,2022-03-03 00:39
1354918,GAS,CNG,1.699,2022-03-03 00:39
1354914,GAS,CNG,1.699,2022-03-03 00:39
334,GAS,CNG,1.699,2022-03-03 00:39
1354920,GAS,CNG,1.699,2022-03-03 00:39
27348,GAS,CNG,1.299,2022-03-03 00:50
1354922,GAS,CNG,1.799,2022-03-03 00:50
1354891,GAS,CNG,1.699,2022-03-03 00:50
1354918,GAS,CNG,1.699,2022-03-03 00:50
1354914,GAS,CNG,1.699,2022-03-03 00:50
334,GAS,CNG,1.699,2022-03-03 00:50
1354920,GAS,CNG,1.699,2022-03-03 00:50
27348,GAS,CNG,1.299,2022-03-03 02:04
1354922,GAS,CNG,1.799,2022-03-03 02:04
1354891,GAS,CNG,1.699,2022-03-03 02:04
1354918,GAS,CNG,1.699,2022-03-03 02:04
1354914,GAS,CNG,1.699,2022-03-03 02:04
334,GAS,CNG,1.699,2022-03-03 02:04
1354920,GAS,CNG,1.699,2022-03-03 02:04
27348,GAS,CNG,1.299,2022-03-03 03:27
1354922,GAS,CNG,1.799,2022-03-03 03:27
1354891,GAS,CNG,1.699,2022-03-03 03:27
1354918,GAS,CNG,1.699,2022-03-03 03:27
1354914,GAS,CNG,1.699,2022-03-03 03:27
334,GAS,CNG,1.699,2022-03-03 03:27
1354920,GAS,CNG,1.699,2022-03-03 03:27
27348,GAS,CNG,1.299,2022-03-03 03:58
1354922,GAS,CNG,1.799,2022-03-03 03:58
1354891,GAS,CNG,1.699,2022-03-03 03:58
1354918,GAS,CNG,1.699,2022-03-03 03:58
1354914,GAS,CNG,1.699,2022-03-03 03:58
334,GAS,CNG,1.699,2022-03-03 03:58
1354920,GAS,CNG,1.699,2022-03-03 03:58
27348,GAS,CNG,1.299,2022-03-03 04:25
1354922,GAS,CNG,1.799,2022-03-03 04:25
1354891,GAS,CNG,1.699,2022-03-03 04:25
1354918,GAS,CNG,1.699,2022-03-03 04:25
1354914,GAS,CNG,1.699,2022-03-03 04:25
334,GAS,CNG,1.699,2022-03-03 04:25
1354920,GAS,CNG,1.699,2022-03-03 04:25
27348,GAS,CNG,1.299,2022-03-03 04:41
1354922,GAS,CNG,1.799,2022-03-03 04:41
1354891,GAS,CNG,1.699,2022-03-03 04:41
1354918,GAS,CNG,1.699,2022-03-03 04:41
1354914,GAS,CNG,1.699,2022-03-03 04:41
334,GAS,CNG,1.699,2022-03-03 04:41
1354920,GAS,CNG,1.699,2022-03-03 04:41
27348,GAS,CNG,1.299,2022-03-03 04:51
1354922,GAS,CNG,1.799,2022-03-03 04:51
1354891,GAS,CNG,1.699,2022-03-03 04:51
1354918,GAS,CNG,1.699,2022-03-03 04:51
1354914,GAS,CNG,1.699,2022-03-03 04:51
334,GAS,CNG,1.699,2022-03-03 04:51
1354920,GAS,CNG,1.699,2022-03-03 04:51
1354929,GAS,CNG,1.699,2022-03-03 05:20
27348,GAS,CNG,1.299,2022-03-03 05:20
1354922,GAS,CNG,1.799,2022-03-03 05:20
1354891,GAS,CNG,1.699,2022-03-03 05:20
33348,GAS,CNG,1.299,2022-03-03 05:20
1354918,GAS,CNG,1.699,2022-03-03 05:20
1354914,GAS,CNG,1.699,2022-03-03 05:20
334,GAS,CNG,1.699,2022-03-03 05:20
1354920,GAS,CNG,1.699,2022-03-03 05:20
1354929,GAS,CNG,2022-03-03 07:44,1.699
27348,GAS,CNG,2022-03-03 07:44,1.299
1354922,GAS,CNG,2022-03-03 07:44,1.799
1261240,GAS,CNG,2022-03-03 07:44,1.179
1354891,GAS,CNG,2022-03-03 07:44,1.699
33348,GAS,CNG,2022-03-03 07:44,1.299
1354918,GAS,CNG,2022-03-03 07:44,1.699
1354914,GAS,CNG,2022-03-03 07:44,1.699
1354916,GAS,CNG,2022-03-03 07:44,1.699
1354937,GAS,CNG,2022-03-03 07:44,1.699
334,GAS,CNG,2022-03-03 07:44,1.699
1354920,GAS,CNG,2022-03-03 07:44,1.699
1354929,GAS,CNG,2022-03-03 07:55,1.699
27348,GAS,CNG,2022-03-03 07:55,1.299
1354922,GAS,CNG,2022-03-03 07:55,1.799
1261240,GAS,CNG,2022-03-03 07:55,1.179
1354891,GAS,CNG,2022-03-03 07:55,1.699
33348,GAS,CNG,2022-03-03 07:55,1.299
1354918,GAS,CNG,2022-03-03 07:55,1.699
1354914,GAS,CNG,2022-03-03 07:55,1.699
1354916,GAS,CNG,2022-03-03 07:55,1.699
1354937,GAS,CNG,2022-03-03 07:55,1.699
334,GAS,CNG,2022-03-03 07:55,1.699
1354920,GAS,CNG,2022-03-03 07:55,1.699
1354929,GAS,CNG,2022-03-03 08:16,1.699
27348,GAS,CNG,2022-03-03 08:16,1.299
1354922,GAS,CNG,2022-03-03 08:16,1.799
1261240,GAS,CNG,2022-03-03 08:16,1.179
1354891,GAS,CNG,2022-03-03 08:16,1.699
33348,GAS,CNG,2022-03-03 08:16,1.299
1354918,GAS,CNG,2022-03-03 08:16,1.699
1354914,GAS,CNG,2022-03-03 08:16,1.699
1354916,GAS,CNG,2022-03-03 08:16,1.699
1354937,GAS,CNG,2022-03-03 08:16,1.699
334,GAS,CNG,2022-03-03 08:16,1.699
1354920,GAS,CNG,2022-03-03 08:16,1.699
1354929,GAS,CNG,2022-03-03 08:39,1.699
27348,GAS,CNG,2022-03-03 08:39,1.299
1354922,GAS,CNG,2022-03-03 08:39,1.799
1261240,GAS,CNG,2022-03-03 08:39,1.179
1354891,GAS,CNG,2022-03-03 08:39,1.699
33348,GAS,CNG,2022-03-03 08:39,1.299
1354918,GAS,CNG,2022-03-03 08:39,1.699
1354914,GAS,CNG,2022-03-03 08:39,1.699
1354916,GAS,CNG,2022-03-03 08:39,1.699
1354937,GAS,CNG,2022-03-03 08:39,1.699
334,GAS,CNG,2022-03-03 08:39,1.699
1354920,GAS,CNG,2022-03-03 08:39,1.699
1354929,GAS,CNG,2022-03-03 08:50,1.699
27348,GAS,CNG,2022-03-03 08:50,1.299
1354922,GAS,CNG,2022-03-03 08:50,1.799
1261240,GAS,CNG,2022-03-03 08:50,1.179
1354891,GAS,CNG,2022-03-03 08:50,1.699
33348,GAS,CNG,2022-03-03 08:50,1.299
1354918,GAS,CNG,2022-03-03 08:50,1.699
1354914,GAS,CNG,2022-03-03 08:50,1.699
1354916,GAS,CNG,2022-03-03 08:50,1.699
1354937,GAS,CNG,2022-03-03 08:50,1.699
334,GAS,CNG,2022-03-03 08:50,1.699
1354920,GAS,CNG,2022-03-03 08:50,1.699
1354929,GAS,CNG,2022-03-03 09:18,1.699
27348,GAS,CNG,2022-03-03 09:18,1.299
1354922,GAS,CNG,2022-03-03 09:18,1.799
1261240,GAS,CNG,2022-03-03 09:18,1.179
1354891,GAS,CNG,2022-03-03 09:18,1.699
33348,GAS,CNG,2022-03-03 09:18,1.299
1354918,GAS,CNG,2022-03-03 09:18,1.699
1354914,GAS,CNG,2022-03-03 09:18,1.699
1354916,GAS,CNG,2022-03-03 09:18,1.699
1354937,GAS,CNG,2022-03-03 09:18,1.699
334,GAS,CNG,2022-03-03 09:18,1.699
1354920,GAS,CNG,2022-03-03 09:18,1.699
1354929,GAS,CNG,2022-03-03 09:41,1.699
27348,GAS,CNG,2022-03-03 09:41,1.299
1354922,GAS,CNG,2022-03-03 09:41,1.799
1261240,GAS,CNG,2022-03-03 09:41,1.179
1354891,GAS,CNG,2022-03-03 09:41,1.699
33348,GAS,CNG,2022-03-03 09:41,1.299
1354918,GAS,CNG,2022-03-03 09:41,1.699
1354914,GAS,CNG,2022-03-03 09:41,1.699
1354916,GAS,CNG,2022-03-03 09:41,1.699
1354937,GAS,CNG,2022-03-03 09:41,1.699
334,GAS,CNG,2022-03-03 09:41,1.699
1354920,GAS,CNG,2022-03-03 09:41,1.699
1354929,GAS,CNG,2022-03-03 09:52,1.699
27348,GAS,CNG,2022-03-03 09:52,1.299
1354922,GAS,CNG,2022-03-03 09:52,1.799
1261240,GAS,CNG,2022-03-03 09:52,1.179
1354891,GAS,CNG,2022-03-03 09:52,1.699
33348,GAS,CNG,2022-03-03 09:52,1.299
1354918,GAS,CNG,2022-03-03 09:52,1.699
1354914,GAS,CNG,2022-03-03 09:52,1.699
1354916,GAS,CNG,2022-03-03 09:52,1.699
1354937,GAS,CNG,2022-03-03 09:52,1.699
334,GAS,CNG,2022-03-03 09:52,1.699
1354920,GAS,CNG,2022-03-03 09:52,1.699
1354929,GAS,CNG,2022-03-03 10:19,1.699
27348,GAS,CNG,2022-03-03 10:19,1.299
1354922,GAS,CNG,2022-03-03 10:19,1.799
1261240,GAS,CNG,2022-03-03 10:19,1.179
1354891,GAS,CNG,2022-03-03 10:19,1.699
33348,GAS,CNG,2022-03-03 10:19,1.299
1354918,GAS,CNG,2022-03-03 10:19,1.699
1354914,GAS,CNG,2022-03-03 10:19,1.699
1354916,GAS,CNG,2022-03-03 10:19,1.699
1354937,GAS,CNG,2022-03-03 10:19,1.699
334,GAS,CNG,2022-03-03 10:19,1.699
1354920,GAS,CNG,2022-03-03 10:19,1.699
1354929,GAS,CNG,2022-03-03 10:39,1.699
27348,GAS,CNG,2022-03-03 10:39,1.299
1354922,GAS,CNG,2022-03-03 10:39,1.799
1261240,GAS,CNG,2022-03-03 10:39,1.179
1354891,GAS,CNG,2022-03-03 10:39,1.699
33348,GAS,CNG,2022-03-03 10:39,1.299
1354918,GAS,CNG,2022-03-03 10:39,1.699
1354914,GAS,CNG,2022-03-03 10:39,1.699
1354916,GAS,CNG,2022-03-03 10:39,1.699
1354937,GAS,CNG,2022-03-03 10:39,1.699
334,GAS,CNG,2022-03-03 10:39,1.699
1354920,GAS,CNG,2022-03-03 10:39,1.699
1354929,GAS,CNG,2022-03-03 10:58,1.699
27348,GAS,CNG,2022-03-03 10:58,1.299
1354922,GAS,CNG,2022-03-03 10:58,1.799
1261240,GAS,CNG,2022-03-03 10:58,1.179
1354891,GAS,CNG,2022-03-03 10:58,1.699
33348,GAS,CNG,2022-03-03 10:58,1.299
1354918,GAS,CNG,2022-03-03 10:58,1.699
1354914,GAS,CNG,2022-03-03 10:58,1.699
1354916,GAS,CNG,2022-03-03 10:58,1.699
1354937,GAS,CNG,2022-03-03 10:58,1.699
334,GAS,CNG,2022-03-03 10:58,1.699
1354920,GAS,CNG,2022-03-03 10:58,1.699
