station_id,name,address,postal_code,city,latitude,longitude
1354922,"OMV - Wien 7. Haidequerstraße 2 KM 1,5","7. Haidequerstrasse 2 KM 1,5",1110,Wien,48.18187,16.44451
1354924,OMV - Wien Gablenzgasse 109,Gablenzgasse 109,1150,Wien,48.20685,16.31374
1354929,OMV - Wien Laaer Berg-Straße 240,Laaer Berg-Strasse 240,1100,Wien,48.14818,16.39664
1354930,JET TANKSTELLE,LEOPOLDAUERSTRASSE 40,1210,WIEN,48.25895,16.41139
1354933,OMV - Wien Leberstraße 112-114,Leberstrasse 112-114,1110,Wien,48.17,16.40953
1354935,avanti - Wien Simmeringer Hauptstraße 489,Simmeringer Hauptstrasse 489,1110,Wien,48.14844,16.46228
1354937,OMV - Wien Groß-Enzersdorfer Straße 24-26,Gross-Enzersdorfer Strasse 24-26,1220,Wien,48.21686,16.49345
1354938,JET TANKSTELLE,AN DER WESTUMFAHRUNG 32,4810,GMUNDEN,47.934574,13.786489
1354939,avanti - Wien Prager Straße 270-272,Prager Strasse 270-272,1210,Wien,48.28664,16.38404
1354941,avanti - Wien Edelsinnstraße 16,Edelsinnstrasse 16,1120,Wien,48.1724,16.31949
1354942,JET TANKSTELLE,JEDLETZBERGERSTRASSE 18,1110,WIEN,48.168847,16.459643
1354944,OMV - Wien Triester Straße 38,Triester Strasse 38,1100,Wien,48.1774,16.35653
1354946,avanti - Wien Brünner Straße 420,Bruenner Strasse 420,1210,Wien,48.31144,16.43012
1354948,JET TANKSTELLE,WALLENMAHD 22,6850,DORNBIRN,47.39649,9.731134
1354949,avanti - Wien Eichenstraße 3a,Eichenstrasse 3a,1120,Wien,48.17824,16.34598
1354951,avanti - Wien Esslinger Hauptstraße 32,Esslinger Hauptstrasse 32,1220,Wien,48.2145,16.51461
1354953,avanti - Wien Guldengasse 13,Guldengasse 13,1140,Wien,48.1953,16.28135
1354954,JET TANKSTELLE,RAXSTRASSE 5,1100,WIEN,48.165249,16.365198
1354955,avanti - Wien Heiligenstädter Straße 196,Heiligenstaedter Strasse 196,1190,Wien,48.28511,16.34549
1354956,JET TANKSTELLE,ÜBERLÄNDSTRASSE 2,3442,LANGENROHR,48.318436,16.02148
1354957,avanti - Wien Neuhaufenstraße 148,Neuhaufenstrasse 148,1220,Wien,48.21808,16.44649
1355334,Diskont Tankstelle,"Badstubenweg 80 (""Hofer-Parkplatz"")",9500,Villach,46.631153,13.8226038
1374746,Turmöl Quick,Salzachtalstraße 16,5400,Hallein,47.6822599,13.1004595
1414526,Turmöl Quick,Grieskirchnerstraße 118,4600,Wels,48.1807644,14.0187608
1428007,Isbary Bioland,Brunnrotte 7,3212,schwarzenbach,47.946207,15.383815
1431727,Martin Mosonyi,"Dammweg, 14",7163,Andau,47.767205,17.027824
1460806,Diskont Tankstelle Langauen ,B100,9500,VILLACH,46.636393,13.814563
1463026,Diskont Tankstelle,"35. Straße 2 (""Hofer Parkplatz"") ",3331,Kematen an der Ybbs,48.037782,14.778013
1467380,avanti - Dornbirn Lustenauer Straße 24,Lustenauer Strasse 24,6850,Dornbirn,47.40698,9.73476
1467404,D.Gertl Tankstelle GmbH,x,6241,Radfeld,47.4517224,11.9360568
1467446,Turmöl,Bennoplatz 4,1080,Wien,48.2120591,16.3420486
1467506,Eni Laakirchen,Johannes Humer-Straße,4663,Laakirchen,48.005425,13.845045
1467527,Genol-Lagerhaustankstelle - Oberpullendorf,Eisenstädter Strasse 24,7350,OBERPULLENDORF,47.4991041,16.5123905
1467528,GENOL-Lagerhaustankstelle - Horitschon,Hauptstrasse 99,7312,HORITSCHON,47.591404,16.539313
1467529,GENOL-Lagerhaustankstelle - Baumgarten,Wr. Neustädterstrasse 16,7021,BAUMGARTEN,47.7397191,16.4972385
1467530,GENOL-Lagerhaustankstelle - Stöttera,Hauptstrasse 76,7023,STÖTTERA,47.769764,16.463945
1467531,GENOL-Lagerhaustankstelle - Wiesen,Sauerbrunnerstrasse 17,7203,WIESEN,47.7407549,16.337871
1467532,GENOL-Lagerhaustankstelle - Drassmarkt,Herrschaftsgarten,7372,DRASSMARKT,47.508672,16.619671
1467534,GENOL-Lagerhaustankstelle - Grosswarasdorf,Martin Merischstrasse 8,7304,GROSSWARASDORF,47.538084,16.561262
1467535,GENOL-Lagerhaustankstelle - Lutzmannsburg,Hauptstrasse 3,7361,LUTZMANNSBURG,47.463601,16.632107
1467536,GENOL-Lagerhaustankstelle - Nikitsch,Hauptstrasse 173,7302,NIKITSCH,47.542616,16.658627
1467537,GENOL-Lagerhaustankstelle - Wulkaprodersdorf,Am Bahnhof,7041,WULKAPRODERSDORF,47.81961,16.505585
1467568,Pamer GmbH,Fabrikweg 26,2424,Zurndorf,47.9805003,17.0059708
1467569,Pamer GmbH,Scheunengasse 2,2425, Nickelsdorf,47.9386394,17.07018
1467606,JET TANKSTELLE,GEWERBESTRASSE 19,4072,ALKOVEN,48.28957,14.130639
1467607,JET TANKSTELLE,FRAUENTALER STRASSE 97,8530,DEUTSCHLANDSBERG,46.821138,15.233346
1467627,AVIA-Tankstelle Stock,Vorderlanersbach 5,6293,Tux,47.160297,11.7587452
1467628,Turmöl Quick,Wiedweg 29,9564,Patergassen,46.8176748,13.8601095
1467697,Petschl / Riegler Tankstelle,Neudorf 36,4363,Pabneukirchen,48.331486,14.832237
1467750,24 tanken + shop,Teichweg 3,3250,Wieselburg,48.1253328,15.1490977
1467911,Teubl Baustoffe HandelsgesmbH / Autowascharena Fürstenfeld,Körmenderstraße 27,8280,Fürstenfeld,47.053533,16.08086
1467928,Turmöl Quick,Wachaustraße 13,3500,Krems,48.412242,15.608987
1467986,PINK Sparen beim Fahren,33. Straße 1,3331,Kematen an der Ybbs,48.027572,14.768701
1468110,Diskont Kaier,Wolfsberg 8,8421,Schwarzautal,46.8446231,15.6580187
1468126,BP,Breitenfurterstr. 112,1120,Wien,48.160527,16.309543
1468154,eww-Tankstation,Wiesenstrasse 39,4600,Wels,48.16201,14.037198
1468186,TS Lind Wings,Rennsteinerstraße 34,9500,Villach,46.6237261,13.8435376
1468468,Turmöl Quick,Gewerbepark 2a,8792,St. Peter-Freienstein,47.395417,15.037011
1468726, AVIA Xpress (Automaten-Tankstelle),10.-Oktober-Straße 29,9560,Feldkirchen in Kärnten,46.722217,14.098879
1468800,Welog - Landespartner des Burgenlands,Obere Hauptstraße 230,7535,St. Michael im Burgenland,47.136327,16.272085
1468806,DISKONT TANKSTELLE WIEN 22,Erzherzog-Karl-Straße 12,1220,Wien,48.238192,16.432431
1469026,Direct,Tullner Straße 15a,3442,Asparn,48.322172,16.025357
1469126,Turmöl Quick,Breitenfurterstraße 473,1230,Wien,48.137832,16.257546
1469186,JET TANKSTELLE,GLEICHENBERGER STRASSE 75,8330,FELDBACH,46.94948,15.909504
1469206,AVIA ,Stöckl-Allee 15,4755,Zell an der Pram,48.310872,13.629899
1469347,Turmöl Quick,Landstraße 25,4652,Steinerkirchen,48.079328,13.96139
1469406,JET TANKSTELLE,PRAGERSTRASSE 138,1210,WIEN,48.278186,16.388013
1469506,Turmöl Quick,Hardtmuthgasse 51,1100,Wien,48.170174,16.370448
1469546,avanti - Wien Jedletzbergerstraße 7,Jedletzbergerstrasse 7,1110,Wien,48.17054,16.45797
1469646,Turmöl,Hollergasse 7,1150,Wien,48.185346,16.324959
1469666,BayWa Tankstelle,Scheibenstraße 2,6923,Lauterach,47.46296,9.72747
1469726,Turmöl Quick,Großreifling 85,8931,Großreifling,47.665699,14.716091
1469766,EVM - Biomethan Tankstelle,Energiestraße 9,2433,Margarethen am Moos,48.047635,16.605493
1469786,Lagerhaus Tankstelle Matrei,Seblas 17,9971,Matrei in Osttirol,46.981732797028485,12.549961697284306
1469807,Turmöl Tankstelle,Obere Hauptstraße 174,7537,Neuberg,47.184775,16.248481
1469926,MBR Tankstelle GmbH,Bundesstraße 9,8472,Spielfeld,46.695427,15.637917
1469987,Gerhard Prugger Maltatal Diskont,Malta 175,9854,Malta,46.949817,13.509007
1470006,Plöckinger KG,"Staufstraße, 3",4083,Haibach ob der Donau,48.40810469142028,13.91798805936413
1470026,M3 St. Lorenzen,Mühlweg 13,8642,St. Lorenzen,47.470052,15.351639
1470126,M3 Drautank,Karawankenweg 17,9500,Villach,46.597852,13.850062
1470186,Diskont Tankstelle,"Dalistraße 2 (""Hofer-Parkplatz"")",4600,Wels,48.183581,14.025047
1470267,Diskont Tankstelle,"Donaufelderstraße 137 (""Hofer-Parkplatz"")",1210,Wien,48.252459,16.427015
1470647,AVIA XPress ,69,3621,Mitterarnsdorf,48.364278,15.431873
1470767,Pürrer Trans GmbH.,Weißes Kreuz 100,2851,Krumbach,47.541153,16.154808
1470867,ENI Stumm ,Gewerbegebiet 6,6275,Stumm ,47.29034628764583,11.88055119320892
1471047,Treibstoffparadies,Gewerbepark Ost 1,8504,Preding,46.85349,15.40998
1471227,Tankstelle Gewerbepark ,Gewerbepark 5,5611,Großarl,47.22868096423599,13.198833790507829
1471267,Tankshop Sabotnig,Plescherken 62 a,9074,Keutschach/See,46.58772169917432,14.141038821702509
1471848,Glocknertankstelle,"Pockhorn, 29",9844,Heiligenblut,47.02351163016087,12.862333834713704
1471887,PRORast Loipersdorf,Loipersdorfer Hauptstraße,8282,Bad Loipersdorf,47.00569,16.11257
1471927,Turmöl Quick,St. Martiner Straße 124,9500,Villach,46.62518,13.82178
1471947,Eni Sillian,Tassenbach 157,9920,Sillian,46.748797,12.463799
1471968,Turmöl - Sparexpress,Aignerstrasse 22,5020,Salzburg,47.797207,13.0674354
1471987,Autohaus Resch GmbH,"Wolfgangseestraße, 2",5350,Strobl,47.71312072192956,13.486561730101547
1471988,FS Tankstelle,Brünner Straße 64,1210,Wien,48.265778603571135,16.403233581540622
1472007,Turmöl Quick,Dr. Franz-Thomas-Straße 22a,4810,Gmunden,47.90907,13.78402
1472008,FS Tankstelle,Donaufelderstr.128,1210,Wien,48.25236,16.42563
1472047,Tankstelle 2 Löwen,Igo-Etrich Straße,8605,Kapfenberg,47.466246623852925,15.337758981543928
1472147,Turmöl Quick,Altmannsdorfer Straße 96,1120,Wien,48.1618,16.31747
1472167,Strohmeier Tankstelle,Am Hundsturm 2-4,1050,Wien,48.18770411709912,16.347106271499914
1472407,Diskont Tankstelle,"Kärntner Straße 27 (""Hofer-Parkplatz"")",9500,Villach,46.59742,13.83869
1472468,BP,Wald 1,6306,Söll,47.499353700336,12.188358029358724
1472469,BP Express,Hauptstraße 30,9871,Seeboden,46.816626615483926,13.510082828893102
1472647,Turmöl Quick,Drautal Bundesstraße 4,9990,Lienz,46.82868,12.80849
1472667,Horvath,58,8293,Wörth an der Lafnitz,47.21177493586743,16.082845663465502
1472687,JET TANKSTELLE,ERMELINDE-KOCH-STRASSE 2,9560,FELDKIRCHEN,46.73206,14.09377
1472908,Turmöl Leombach,Leombach 15,4621,Sipbachzell,48.12351,14.093419
1472948,SARA1 ENERGY,Industriestraße-Nord 1,2601,Sollenau,47.90763,16.25316
1473027,EnergieBox,Bahnhofsiedlung 87,2042,Grund,48.64475,16.04857
1473128,Diskont Tankstelle,"Wien Breitenfurter Strasse 261 (""Hofer-Parkplatz"")",1230,Wien,48.1506803,16.3016662
1473288,Direct,Liese Prokop-Straße 2,3180,Lilienfeld,48.01419,15.5965
1473349,Turmöl,Gmundnerstraße 21,4651,Stadl Paura,48.085748,13.873977
1473369,Turmöl,Bahnhofstraße 46,4810,Gmunden,47.92534,13.7871
1473409,Turmöl,Salzburgerstraße 90,5500,Bischofshofen,47.424963,13.214529
1473468,Diskont Tankstelle,"Garnei 208 (""Hofer-Parkplatz"")",5431,Kuchl,47.638523,13.137367
1473480,Turmöl,Eggersdorferstraße 6,3300,Amstetten,48.1217651,14.8729951
1473491,Turmöl,Pragerstraße 155,1210,Wien,48.276582,16.388104
1473508,Diskont Tankstelle,"Alpenstrasse 102 (""Hofer-Parkplatz"")",5081,Anif,47.7382713,13.0508116
1473548,Turmöl Quick,Bundesstraße 65,9551,Bodensdorf,46.67948,13.96843
1473551,Turmöl,Krottenbachstraße 233,1190,Wien,48.2456615,16.3164295
1473750,BP,Gewerbegebiet 1,6611,Heiterwang,47.435845,10.767215
1473788,Turmöl Quick,Konrad Lesiak Platz 6,5340,St. Gilgen,47.76441,13.36409
1473828,Turmöl,Grenzackerstraße 2-4,1100,Wien,48.162894,16.379636
1473829,Turmöl,Laaer Bergstraße 207,1100,Wien,48.15160789,16.3968349
1473830,Turmöl,Absberggasse 26,1100,Wien,48.17106,16.388597
1473838,Strohmeier Tankstelle,Am Hundsturm 2-4,1050,Wien,48.187799,16.34712
1473848,Diskont Tankstelle,"Ernstbrunnerstraße 2 (""Hofer Parkplatz"")",2130,Mistelbach,48.5609853,16.5597662
1473888,Diskont Tankstelle,"Königstetter Strasse 148 (""Hofer-Parkplatz"")",3430,Tulln,48.3193484,16.0829742
1473908,Turmöl Quick,Welser Straße 70,4623,Gunskirchen,48.1378,13.9568
1473929,Turmöl Judenburg,Burggasse 42,8750,Judenburg,47.16888851208108,14.65430780513867
1473948,Diskont Tankstelle,"Barnabas-Fink-Strasse 1 (""Hofer-Parkplatz"")",6845,Hohenems,47.366974,9.670367
1473968,eni24,Hauptstrasse 38,2351,Wiener Neudorf,48.086212,16.318213
1474028,Diskont Tankstelle ,"Schörflinger Strasse 20 (""Am Hofer Parkplatz"")",4844,Regau,47.981721,13.698792
1474075,eni,Salzburger Strasse 23,6380,St.Johann,47.52709,12.42416
1474081,eni,Innsbruckerstrasse 29,6230,Brixlegg,47.43262,11.87891
1474089,eni,Zeller Bundesstrasse 1a,5760,Saalfelden,47.427965,12.842227
1474095,eni,Schallmooser Hauptstrasse 54,5020,Salzburg,47.807711,13.062374
1474100,eni,Urstein Nord 15,5412,Puch bei Hallein,47.732187,13.086187
1474105,eni,Langgasse 118a,6830,Rankweil,47.27182,9.61785
1474107,eni,Schwefel 70a,6850,Dornbirn,47.42974,9.73995
1474108,eni,Rheinstrasse 20,6971,Bregenz-Hard,47.488611,9.702186
1474128,eni,Kärntnerstrasse 84,9900,Lienz,46.83117595,12.78306752
1474167,eni,Lustenauerstrasse 52,6850,Dornbirn,47.4104,9.72079
1474197,eni,Huben 40,9971,Matrei in Osttirol,46.9346,12.575
1474207,eni,Huttengasse 73-75,1160,Wien,48.21114,16.31069
1474210,eni,Grenzackerstrasse 6-8,1100,Wien,48.163473,16.377225
1474212,eni,Rautenweg 13,1220,Wien,48.263207,16.461068
1474214,eni,Biberhaufenweg 115,1220,Wien,48.202378,16.473838
1474215,eni,Breitenfurter Strasse 325-327,1230,Wien,48.14312,16.29248
1474217,eni,Bonygasse /Ruckergasse,1120,Wien,48.179079,16.326542
1474218,eni,Althanstrasse 14,1090,Wien,48.229354,16.358291
1474219,eni,Jägerstrasse 60,1200,Wien,48.235,16.37054
1474238,eni,Wiener Strasse 304,8051,Graz,47.098039,15.404107
1474250,eni,Pirching 97,8200,Hofstätten a. d. Raab,47.089452,15.73237
1474253,eni,Gewerbepark Nord Nr. 11,8431,Gralla,46.80548,15.56009
1474268,eni,Oberegging 54,3254,Bergland,48.158477,15.111832
1474271,eni,Braitnerstrasse 62a,2500,Baden,48.001929,16.241614
1474279,eni,Handelskai 388a,1020,Wien,48.2032,16.4358
1474280,eni,Oberzellergasse 2a,1030,Wien,48.193838,16.396971
1474283,eni,Kaiserebersdorferstrasse 48,1110,Wien,48.167349,16.426899
1474286,eni,Raxstr./Windtenstrasse vis a vis 31,1100,Wien,48.1676,16.3551
1474287,eni,Breitenfurterstrasse 215,1230,Wien,48.156939,16.305341
1474288,eni24,Felberstraße vis a vis 102,1150,Wien,48.193432,16.321006
1474289,eni,Gersthofer Strasse Nr. 2b,1180,Wien,48.226999,16.326521
1474290,eni,Krottenbachstrasse 32-34,1190,Wien,48.2407,16.3393
